SalesOrderID;OrderDate;DueDate;ShipDate;SalesOrderNumber;AccountNumber;CustomerID;TerritoryID;Subtotal;TaxAmt;Freight;TotalDue;Comment
86953;2020-08-16 19:57:58;2022-07-15 10:34:21;2022-03-25 18:34:48;SO82998;92-2389-56247;27928;18;6180,97;70,41;172,27;10228,77;Comment 19
96797;2020-04-20 04:34:16;2023-04-11 08:54:09;2022-03-12 11:42:12;SO89465;44-6968-96958;70767;25;8179,01;499,44;746,88;1783,22;Comment 20
17815;2021-05-04 01:37:19;2020-11-14 00:17:14;2023-06-03 05:43:05;SO40393;97-9859-86247;91612;15;9278,56;203,05;731,51;9049,76;Comment 21
66216;2020-09-19 00:57:25;2022-01-03 17:33:05;2020-11-19 04:57:16;SO73223;60-7449-26711;81265;28;5165,41;436,45;231,3;9231,79;Comment 22
30440;2023-08-02 16:06:33;2021-02-06 09:57:19;2023-10-12 18:45:56;SO47671;75-7092-97988;92628;22;6495,67;104,62;737,87;19168,54;Comment 23
64564;2020-12-31 16:03:12;2021-10-23 05:32:32;2022-05-29 22:24:29;SO19834;76-6173-91169;89755;2;4856,74;344,13;927,09;5854,07;Comment 24
54065;2021-11-15 02:10:31;2020-11-29 23:22:21;2020-01-27 21:33:40;SO21868;33-1973-80101;48040;42;5475,71;265,84;185,06;10678,18;Comment 25
21694;2022-02-19 15:21:25;2021-11-27 10:40:33;2022-01-20 11:23:15;SO88855;17-6178-77430;25239;31;2425,45;396,18;612,3;16928,49;Comment 26
37282;2022-08-12 11:20:24;2021-06-04 19:23:26;2021-09-20 21:44:08;SO59520;16-3417-49054;30986;12;7407,8;352,46;43,12;4706,85;Comment 27
65692;2021-07-31 22:00:53;2021-11-18 18:44:05;2020-11-20 20:32:27;SO45854;92-2389-56247;50523;17;2437,55;250,39;675,98;13774,08;Comment 28
46174;2023-07-12 18:40:15;2023-04-04 15:01:50;2021-05-31 18:37:02;SO35527;51-7602-22642;98875;15;4703,38;257,73;192,16;174,3;Comment 29
69720;2021-04-06 01:01:34;2023-01-18 04:12:32;2021-10-01 18:52:31;SO88025;40-2409-67736;40220;13;2274;391,35;963,77;11586,88;Comment 30
83550;2020-01-07 19:43:22;2022-11-06 12:07:50;2022-05-26 13:29:08;SO32476;17-6178-77430;40172;13;8161,66;80,4;400,53;14936,15;Comment 31
80694;2022-02-08 13:55:32;2021-10-08 00:49:28;2022-07-31 00:06:38;SO47335;60-7449-26711;39506;7;560,34;136,2;59,64;9632,28;Comment 32
10753;2021-06-13 21:38:35;2023-12-14 11:42:54;2021-07-03 17:49:18;SO22886;78-5267-32468;35768;9;7066,97;264,57;399,34;13377,72;Comment 33
20674;2023-04-03 07:43:12;2023-05-28 02:33:27;2020-12-25 01:33:41;SO20756;16-3417-49054;63936;6;9238,28;488,37;826,75;9753,36;Comment 34
64170;2021-06-04 07:41:05;2020-09-17 14:51:14;2023-09-26 20:58:02;SO84985;78-5514-83427;21215;17;4906,98;447,85;748,46;3755,56;Comment 35
72469;2021-12-25 22:25:31;2023-05-27 15:12:55;2022-08-04 03:19:56;SO78868;29-3530-22517;76244;40;3514,62;40,36;762,81;8186,33;Comment 36
83105;2023-01-21 20:43:46;2022-10-01 16:52:52;2022-12-04 22:48:16;SO53427;86-5535-57031;33433;1;5377,21;247,45;427,43;15895,91;Comment 37
69186;2022-12-15 12:23:54;2020-08-31 15:11:51;2022-09-24 21:58:54;SO28940;78-5514-83427;38585;37;5412,49;159,13;978,08;4958,7;Comment 38
30265;2023-08-13 10:07:39;2022-08-02 02:47:58;2021-06-01 03:47:18;SO69106;28-6393-31125;60986;30;673,08;274,64;546,21;4021,26;Comment 39
14849;2021-12-11 13:42:38;2022-03-22 00:25:25;2020-09-14 21:37:15;SO31212;63-4608-21366;50294;1;894,12;23,54;637,44;12229,17;Comment 40
36754;2021-08-16 21:45:07;2023-12-23 23:11:13;2020-11-13 01:25:18;SO79766;33-1973-80101;58209;5;7117,67;359,65;852,5;14340,28;Comment 41
91054;2021-04-15 10:37:22;2022-03-20 04:16:18;2021-02-16 09:32:09;SO82788;29-3530-22517;16309;5;6126,77;200,77;381,04;19700,83;Comment 42
23961;2023-11-30 04:09:13;2022-07-29 11:55:58;2022-08-07 15:40:18;SO73963;42-3255-58813;58879;48;5276,26;317,88;645,25;6902,06;Comment 43
86447;2020-05-14 16:54:38;2020-06-02 11:31:01;2022-01-22 23:26:13;SO69048;30-1489-79011;71061;40;5791,93;471,18;340,29;11366,17;Comment 44
10799;2022-01-23 23:53:53;2020-02-23 00:01:47;2021-09-27 22:02:10;SO47309;98-8354-24626;22265;3;592,28;433,73;617,03;17199,13;Comment 45
33182;2021-04-02 00:36:44;2020-05-25 17:16:00;2021-02-02 13:00:51;SO19483;85-4116-52037;83681;32;1737,63;56,31;696,18;8167,14;Comment 46
75357;2023-08-13 22:05:05;2020-04-08 03:42:35;2023-11-17 19:43:22;SO23318;29-3530-22517;99845;19;8156,43;339,18;988,66;1034,22;Comment 47
25899;2022-07-26 21:47:26;2021-12-14 02:57:11;2021-09-30 06:52:20;SO61501;28-6393-31125;83765;41;3785,58;56,49;437,31;19384,63;Comment 48
45394;2020-09-14 18:31:35;2021-12-11 22:22:50;2020-09-13 04:23:49;SO33250;48-2823-67639;99086;42;1550,51;155,07;514,25;9998,94;Comment 49
55780;2020-04-02 00:42:47;2020-08-31 16:38:55;2023-05-19 20:21:06;SO71959;29-3530-22517;67777;47;2001,12;42,19;550,49;13875,34;Comment 50
41194;2021-10-28 15:04:09;2022-02-07 02:15:12;2021-12-24 09:41:20;SO76762;48-2823-67639;87317;48;9884,7;156,78;371,22;783,65;Comment 51
80569;2023-01-25 22:10:17;2023-12-29 04:26:38;2021-11-20 09:31:06;SO98293;33-1973-80101;97786;27;2008,42;274,06;367,95;6700,65;Comment 52
89345;2022-04-17 06:10:06;2023-06-02 05:21:53;2022-05-17 13:28:21;SO38585;29-3530-22517;10449;9;2907,69;374,7;206,16;12088,19;Comment 53
30450;2021-08-10 11:56:30;2020-02-24 21:37:25;2023-05-12 07:31:00;SO10409;28-6393-31125;98928;24;9245,73;32,95;110,43;15121,66;Comment 54
60188;2021-01-14 06:52:45;2023-04-22 22:10:47;2020-05-01 05:37:53;SO13971;84-7460-34357;37052;2;7284,02;358;199,82;19234,17;Comment 55
46049;2021-08-06 13:01:35;2020-10-30 03:36:43;2021-05-25 23:03:59;SO19696;22-4444-25264;31690;34;404,13;322,36;5,81;12284,33;Comment 56
48358;2020-10-26 08:31:02;2023-10-18 00:18:07;2021-04-19 18:52:02;SO48279;28-4123-84663;71320;33;2027,03;343,95;500,08;7852,47;Comment 57
72972;2021-08-02 05:59:03;2023-04-11 23:06:41;2023-04-22 05:57:17;SO94209;69-1886-36823;96059;17;8028,01;179,03;250,63;12616,35;Comment 58
75467;2022-08-13 10:14:04;2022-09-17 19:08:15;2020-05-12 01:11:48;SO29833;17-6178-77430;23045;10;2225,73;233,9;581,03;16006,46;Comment 59
15417;2023-01-30 21:54:53;2020-04-06 04:55:13;2023-02-28 13:57:17;SO25637;96-7105-64379;97865;9;4522,76;226,04;807,92;11316,46;Comment 60
63216;2023-07-02 22:48:28;2022-06-23 07:33:16;2020-11-25 06:44:11;SO52845;66-4277-92738;94889;43;6396,64;417,94;384,95;13965,91;Comment 61
19028;2023-12-10 00:52:22;2020-09-23 23:23:44;2023-06-30 08:49:38;SO61173;40-2409-67736;21339;44;4631,05;464,04;326,59;19825,5;Comment 62
38041;2020-08-25 13:05:18;2022-09-08 13:51:41;2023-09-30 12:06:44;SO62913;92-2389-56247;19821;3;6122,76;159,64;516,25;19060;Comment 63
20439;2020-04-01 20:54:57;2023-09-06 04:07:04;2020-09-02 00:47:13;SO77875;83-7954-63932;32904;27;6220,26;35,32;634,14;843,73;Comment 64
61238;2021-07-05 19:11:45;2022-02-23 13:21:00;2022-04-18 23:50:32;SO54225;44-6968-96958;57286;43;361,89;317,88;946,21;8481,96;Comment 65
17328;2021-01-23 11:46:57;2022-04-29 20:46:01;2021-08-29 10:16:28;SO48699;30-1489-79011;65403;18;7089,1;171,12;484,18;7514,01;Comment 66
35962;2020-07-19 18:16:36;2020-12-16 07:43:12;2021-02-17 05:59:15;SO64192;28-6393-31125;29999;20;6127,09;345,08;485,46;12131,25;Comment 67
67560;2020-10-04 08:57:04;2021-06-08 16:24:25;2020-10-16 12:53:39;SO11589;63-4608-21366;90903;25;6374,22;128,61;524,26;1338,92;Comment 68
29860;2020-09-23 12:34:21;2022-06-18 10:27:07;2021-06-02 08:07:51;SO96182;72-3440-90827;52767;37;8576,43;441,67;567,12;13430,69;Comment 69
68813;2020-02-10 10:26:42;2022-04-11 14:36:14;2022-02-09 10:14:53;SO47566;23-8510-71623;93101;15;6701,99;217,33;709,92;4531,05;Comment 70
27953;2020-05-03 08:35:41;2022-10-21 02:32:15;2021-03-09 00:31:57;SO90658;60-7449-26711;87062;20;4681,8;244,28;838,74;2326,18;Comment 71
86709;2021-01-10 11:07:32;2022-09-24 07:12:40;2021-12-08 19:32:20;SO45921;84-7460-34357;23705;14;4130,82;273,38;470,35;10406,77;Comment 72
51088;2020-04-28 08:54:14;2020-04-15 14:40:27;2023-01-14 10:36:25;SO93672;53-9319-74957;29357;28;4170,16;281,64;230,56;10588,81;Comment 73
94770;2020-01-26 16:21:46;2020-04-24 16:37:29;2020-04-27 15:20:11;SO31733;75-3751-62094;76312;39;2119,46;401,15;550,25;12015,37;Comment 74
98421;2022-11-15 13:26:07;2022-08-15 22:32:47;2022-03-10 20:39:45;SO17536;17-6178-77430;20805;48;3782,57;323,11;727,52;18661,22;Comment 75
78396;2023-07-25 08:13:28;2021-03-07 03:58:38;2022-04-11 23:18:53;SO65382;23-8779-93758;80357;27;2629,76;244,83;553,28;13800,25;Comment 76
26128;2022-08-20 01:05:18;2022-10-10 07:37:51;2020-07-28 09:07:13;SO86473;51-7541-34141;51855;2;3014,74;15,04;879,91;4031,97;Comment 77
99940;2023-10-28 20:40:26;2020-10-04 21:22:31;2023-06-22 03:42:59;SO12159;60-7449-26711;27807;15;1567,05;138,85;790,3;15287,13;Comment 78
25288;2020-10-28 11:06:09;2022-04-29 06:49:22;2022-05-25 17:22:07;SO25534;51-7602-22642;74629;2;4418,47;96,63;412,45;13183,88;Comment 79
15978;2022-09-02 13:41:58;2022-10-09 19:23:51;2021-11-29 14:18:39;SO36612;78-5267-32468;37027;35;6748,67;451,73;399,17;6040,01;Comment 80
96040;2021-11-16 02:22:12;2020-06-03 03:55:08;2022-09-19 11:52:05;SO72666;53-9319-74957;14646;30;1864,18;378,47;336,41;9474,64;Comment 81
36498;2022-08-26 03:59:04;2023-04-02 22:18:37;2021-05-12 21:50:43;SO38998;98-8354-24626;54816;13;5072,53;281,22;374,32;7275,36;Comment 82
97444;2021-07-06 07:42:53;2023-03-20 05:39:58;2021-04-29 15:51:33;SO62546;63-4608-21366;61189;11;2360,93;473,73;12,44;9231,96;Comment 83
29731;2020-09-26 14:40:52;2021-12-03 08:14:11;2021-08-20 03:39:47;SO31220;29-3530-22517;44237;20;7489,22;441,12;589,53;5405,92;Comment 84
73146;2021-01-08 04:35:41;2020-09-22 16:23:52;2021-04-27 05:21:29;SO48004;57-9057-83653;59182;2;7194,36;193,22;250,34;17100,09;Comment 85
87937;2022-02-17 02:11:05;2020-08-18 02:55:27;2020-12-05 22:17:36;SO16973;48-2823-67639;76323;32;214;272,29;436,76;10618,62;Comment 86
92040;2020-10-13 14:01:04;2022-05-21 03:04:10;2020-08-23 22:29:00;SO37369;40-2409-67736;31347;29;2523,32;203,15;732,45;12876,45;Comment 87
96672;2023-12-12 20:16:40;2020-11-19 12:57:57;2022-04-11 18:10:23;SO65640;61-5244-70735;49778;38;2774,05;45,53;842,26;12189,04;Comment 88
47628;2020-02-12 10:31:13;2021-03-09 15:47:31;2020-07-30 18:54:26;SO33054;76-6173-91169;16396;45;7502,86;337,54;586,01;8718,78;Comment 89
17526;2022-07-23 07:25:18;2023-05-10 14:32:05;2020-03-19 04:30:51;SO16398;28-4123-84663;62762;3;2686,75;103,29;822,99;10411,54;Comment 90
57883;2020-12-29 08:08:59;2021-09-29 04:29:39;2022-08-12 16:36:11;SO89947;51-7602-22642;88025;37;2931,05;338,67;843,59;396,99;Comment 91
86933;2021-10-07 16:30:59;2022-05-31 03:22:47;2022-12-15 03:30:36;SO70848;60-7449-26711;17139;20;8384,84;313,71;449,02;6135,64;Comment 92
17220;2022-11-26 08:13:02;2023-10-12 10:18:53;2020-05-31 02:39:14;SO93853;78-5267-32468;87090;48;1663,39;46,3;570,24;6554,56;Comment 93
99496;2023-05-24 19:27:01;2020-09-17 11:12:47;2020-11-30 08:49:32;SO41761;22-4444-25264;50662;47;7709,34;409,49;220,45;18887,02;Comment 94
32935;2020-09-18 16:21:22;2021-08-26 22:26:28;2020-04-09 23:47:22;SO60913;73-8844-80299;52552;38;8590,05;152,39;355,85;16862,41;Comment 95
59056;2022-05-10 15:10:56;2020-07-03 20:07:30;2020-06-14 15:06:29;SO23972;81-3143-56523;39522;44;8671,09;14,92;71,9;4821,14;Comment 96
25847;2023-02-01 18:13:58;2021-01-17 00:38:03;2020-12-27 20:58:21;SO39022;78-5267-32468;21390;1;9601,42;424,29;359,45;11440,57;Comment 97
10470;2021-03-15 01:40:51;2022-07-15 04:00:15;2023-06-08 00:39:27;SO82611;84-8862-18518;26963;5;1844,84;376,8;752,8;1981,87;Comment 98
12579;2022-04-22 22:00:22;2021-08-01 17:51:35;2023-12-04 00:03:24;SO15844;40-5683-25279;63175;19;7924,17;221,94;539,16;8562,88;Comment 99
75793;2021-03-03 08:57:04;2020-04-11 22:00:22;2021-04-19 00:03:42;SO98093;44-6968-96958;40880;18;4043,53;225,38;885,3;10831,17;Comment 100
93774;2022-05-28 03:21:02;2022-09-14 03:45:38;2022-10-05 05:45:21;SO61007;78-5267-32468;31122;17;1102,84;451,03;797,39;5596,3;Comment 101
34190;2021-08-30 23:58:31;2023-07-01 13:28:39;2020-03-29 19:30:15;SO50234;75-7092-97988;81013;2;6364,41;224,37;227,01;6372,48;Comment 102
71894;2023-12-11 14:32:49;2021-03-04 10:21:10;2021-05-14 06:40:55;SO79607;71-9532-69420;58133;3;7202,64;359,61;593,64;11380,32;Comment 103
94846;2021-03-23 17:46:04;2022-02-08 03:46:23;2022-06-10 17:17:25;SO38260;35-6579-94037;34983;13;2870,29;239,22;633,97;4715,44;Comment 104
91124;2021-09-22 12:01:45;2023-12-01 14:09:01;2021-11-04 16:18:19;SO17839;97-9859-86247;60230;25;8714,23;152,55;225;4064,88;Comment 105
93950;2023-11-12 21:04:31;2020-12-07 21:56:55;2022-07-07 01:32:16;SO45426;57-9057-83653;10730;28;3604,56;496,75;259,63;12646,93;Comment 106
67315;2022-12-06 03:36:42;2022-03-23 20:24:27;2023-12-30 01:41:26;SO89334;72-3440-90827;23295;37;9901,23;35,58;199,44;6366,43;Comment 107
99641;2021-05-21 08:11:39;2020-04-12 23:19:36;2021-02-08 01:21:51;SO71813;76-6173-91169;36763;6;1540,67;143,23;748,34;8608,46;Comment 108
72407;2023-06-22 14:00:19;2021-01-20 06:25:12;2021-05-22 06:33:03;SO63849;74-3185-84739;23502;42;7682,31;382,15;242,91;13888,44;Comment 109
85978;2020-05-27 10:58:47;2020-08-05 11:14:26;2021-04-11 15:01:24;SO22747;29-3530-22517;18675;39;3879,37;396,98;482,17;12764,87;Comment 110
69578;2021-07-23 05:45:05;2022-04-15 15:34:09;2022-10-03 02:13:58;SO74864;96-7105-64379;21308;19;729;139,01;93,6;17005,7;Comment 111
29206;2021-09-27 00:14:27;2023-12-28 18:59:51;2021-09-05 01:49:43;SO11562;84-8862-18518;63213;10;2984,49;186,76;605,26;10148,24;Comment 112
69796;2022-05-07 23:20:18;2023-08-12 03:01:52;2023-08-14 14:40:00;SO74336;69-8859-80035;63612;50;8317,19;21,51;186,74;2591,54;Comment 113
91248;2023-10-05 09:27:29;2023-08-04 20:41:34;2020-07-28 05:48:01;SO49121;42-3255-58813;38433;25;6803,7;428,21;182,06;7155,96;Comment 114
79131;2020-09-08 20:46:23;2021-08-29 21:57:35;2021-07-29 05:50:56;SO73250;50-5389-75591;17249;15;6558,84;198,13;746,73;1456,2;Comment 115
61756;2020-12-07 02:58:59;2023-06-03 19:55:49;2020-05-01 04:17:08;SO42138;29-3530-22517;73283;30;5536,74;496,23;341,9;8922,53;Comment 116
88701;2022-01-19 20:02:46;2020-12-12 06:50:59;2021-06-15 12:25:30;SO70011;74-3185-84739;10312;39;6167,68;374,43;92,03;2415,38;Comment 117
35364;2020-06-20 01:43:13;2022-01-25 10:46:18;2023-07-23 16:39:24;SO49126;30-1489-79011;36296;11;981,1;204,26;271,06;6631,75;Comment 118
72069;2020-04-30 17:43:51;2021-11-03 00:40:04;2020-11-21 20:40:54;SO33021;92-2389-56247;12951;6;9251,77;400,95;451,79;9955,06;Comment 119
49404;2022-11-02 09:53:53;2020-11-03 11:00:06;2023-12-04 14:09:19;SO38190;78-5514-83427;89304;14;2508,86;225,6;233,18;752,93;Comment 120
84532;2022-04-02 10:55:20;2022-02-01 18:34:12;2023-07-22 08:14:45;SO91278;28-6393-31125;43408;8;3925,66;21,62;594,44;5978,28;Comment 121
42157;2022-01-10 06:13:09;2021-01-05 09:14:26;2021-10-31 15:47:46;SO80743;30-1489-79011;26761;28;8999,52;94,99;508,14;13066,86;Comment 122
28415;2023-09-28 20:32:25;2023-05-19 14:33:57;2022-03-13 11:29:12;SO11664;28-6393-31125;33428;32;4605,48;164,24;590,81;5983,42;Comment 123
69883;2022-12-27 11:55:42;2020-11-10 03:40:23;2023-08-14 22:23:13;SO72427;57-9057-83653;62597;24;5049,48;189,85;725,07;238,62;Comment 124
49225;2023-08-24 17:33:32;2023-01-11 11:54:25;2020-06-22 14:48:07;SO70483;22-4444-25264;52771;19;3077,16;93,64;339,6;13683,35;Comment 125
42525;2020-06-08 15:05:15;2021-01-07 07:17:31;2021-05-03 01:07:20;SO89230;73-8844-80299;89878;22;5910,48;330,45;377,92;12043,14;Comment 126
83652;2023-03-20 20:45:45;2020-03-25 15:59:54;2020-10-05 10:40:05;SO79562;51-7541-34141;80705;6;7073,07;356,65;699,42;6501,08;Comment 127
87476;2021-06-22 17:01:26;2022-01-28 03:57:39;2023-11-23 09:27:12;SO50720;33-1973-80101;33508;36;5474,13;37,65;727,22;4490,82;Comment 128
77780;2022-08-29 14:54:41;2023-10-27 23:54:10;2023-09-04 09:25:41;SO68821;23-8779-93758;90502;36;3787,27;18,76;168,14;2363,47;Comment 129
59968;2022-03-09 05:51:38;2021-01-06 21:40:47;2020-09-16 06:02:50;SO25179;84-7460-34357;17854;39;1647,72;121,46;639,91;18378,15;Comment 130
73312;2023-09-03 01:47:29;2021-03-20 14:06:12;2021-09-16 02:17:37;SO84737;81-3143-56523;50415;38;9687,2;492,52;542,14;11951,78;Comment 131
86413;2022-04-29 08:35:59;2020-05-05 16:45:50;2022-09-19 01:10:16;SO78908;66-4277-92738;42927;8;9050,13;63,47;143,79;1368;Comment 132
57420;2023-08-01 04:36:43;2020-05-13 11:11:26;2020-01-29 20:22:29;SO47191;49-7039-68376;61344;15;9108,36;410,56;761,51;15885,97;Comment 133
66435;2022-03-03 02:46:50;2020-01-09 21:11:06;2021-10-05 01:43:37;SO52010;72-3440-90827;53664;38;3609,09;449,25;720,53;544,46;Comment 134
63806;2022-01-31 01:44:47;2023-10-28 13:31:06;2022-08-15 02:32:32;SO24203;84-7460-34357;37119;18;7715,01;52,02;833,96;19214,76;Comment 135
33878;2022-09-16 17:18:04;2023-07-18 16:10:55;2023-02-22 23:39:41;SO75224;60-7449-26711;41445;30;458,72;470,09;744,73;4944,34;Comment 136
21597;2023-01-24 23:31:42;2020-08-21 17:42:34;2023-12-30 11:31:23;SO80065;16-3417-49054;17102;1;3909,99;388,51;546,13;15825,84;Comment 137
57043;2021-04-23 03:57:54;2021-02-20 19:15:26;2021-05-28 04:07:38;SO20674;98-8354-24626;64495;19;4510,69;293,79;833,18;18997,66;Comment 138
23709;2021-09-19 04:45:34;2020-03-18 11:34:45;2020-06-06 21:41:28;SO45421;81-3143-56523;82839;24;6934,83;176,01;698,31;11362,54;Comment 139
11042;2021-12-07 21:39:00;2021-04-16 10:06:32;2020-06-05 11:50:41;SO79002;40-2409-67736;42433;46;2228,24;33,01;826,63;5417,23;Comment 140
45976;2020-09-24 19:31:42;2023-07-13 23:29:34;2022-04-24 10:20:22;SO46340;71-9532-69420;28918;50;9883,49;49,86;33;13521,8;Comment 141
57345;2022-03-20 05:10:00;2021-01-01 05:14:24;2022-01-16 17:53:09;SO95854;60-7449-26711;16699;43;9285,12;21,6;164,91;13646,99;Comment 142
48755;2020-07-21 07:11:36;2022-06-05 10:30:13;2020-11-20 23:19:52;SO37685;60-7449-26711;62722;37;2777,57;333,42;144,86;4181,74;Comment 143
19004;2022-04-19 17:39:16;2022-01-30 12:29:36;2023-03-16 16:51:20;SO65514;78-5514-83427;22802;19;4787,12;194,05;421,18;313,55;Comment 144
80205;2023-03-04 08:22:40;2023-03-02 20:41:19;2021-10-29 18:34:03;SO32881;83-7954-63932;30084;50;1733,3;130,28;590,38;3273,93;Comment 145
46528;2023-01-10 18:42:23;2023-09-06 20:29:15;2021-08-18 06:14:23;SO70900;96-7105-64379;70669;34;8128,9;475,77;482,68;8735,96;Comment 146
68924;2022-11-11 10:17:30;2023-03-03 00:31:12;2022-02-27 04:55:22;SO71434;85-4116-52037;64990;6;2009,8;381,45;370,07;18572,86;Comment 147
46272;2021-09-29 06:44:12;2022-11-18 21:08:21;2022-11-06 09:35:55;SO90517;76-6173-91169;11182;30;1021,98;239,55;348,87;7678,43;Comment 148
95624;2020-04-20 13:23:11;2023-11-03 16:43:44;2022-08-20 19:40:33;SO81618;24-7081-87522;69166;14;5997,94;95,87;542,43;11627,28;Comment 149
54575;2021-11-14 21:22:50;2022-04-26 13:43:01;2022-11-12 08:49:57;SO71415;86-5535-57031;82070;40;3220,72;30,53;600,4;14132,31;Comment 150
55678;2021-07-23 15:10:11;2022-02-03 15:05:03;2022-07-17 04:02:23;SO22301;85-4116-52037;14374;9;7444,09;496,31;873,93;5961,5;Comment 151
49809;2023-05-31 13:21:22;2022-08-02 08:03:07;2022-02-28 17:24:22;SO16689;66-2881-24904;33500;3;7072,28;244,29;815,75;13683,68;Comment 152
80333;2022-01-09 00:37:34;2023-12-14 17:09:53;2020-09-25 23:03:09;SO86869;84-8862-18518;98466;5;2629,19;298,8;591,99;15282,24;Comment 153
83756;2021-10-12 23:12:08;2021-07-08 09:50:38;2021-09-29 08:35:23;SO38035;96-7105-64379;36943;41;1332,86;66,13;829,02;13757,96;Comment 154
22142;2022-05-30 12:02:15;2020-07-02 03:05:30;2021-12-06 14:08:36;SO38008;24-7081-87522;61229;12;6820,27;215,55;862,15;8096,27;Comment 155
33272;2022-01-27 19:17:22;2023-10-17 01:52:29;2020-01-28 16:42:04;SO55842;83-7954-63932;79820;19;5252,4;34,55;436,33;10296,41;Comment 156
33049;2021-06-12 06:17:28;2020-05-16 19:15:30;2022-03-01 18:45:41;SO64277;63-4608-21366;26256;24;6527,94;124,48;963,6;3766,45;Comment 157
82162;2021-11-16 05:28:09;2022-02-09 21:54:05;2020-09-10 12:17:10;SO42815;51-7602-22642;53710;20;9085,94;425,9;901,53;1111,58;Comment 158
78500;2023-11-23 12:31:53;2021-03-18 13:44:20;2020-07-07 11:57:49;SO10711;92-2389-56247;68160;37;3314,17;166,61;243,19;18606,01;Comment 159
19684;2021-03-16 23:01:25;2020-03-06 22:02:05;2021-12-27 08:33:15;SO56321;48-2823-67639;74730;16;6012,22;439,47;247,91;19941,06;Comment 160
45224;2021-05-13 02:39:36;2022-04-25 03:46:49;2022-09-26 23:30:13;SO23305;83-7954-63932;20314;34;3184,66;68,05;879,21;3720,07;Comment 161
59343;2023-01-05 18:21:26;2020-04-11 05:36:37;2023-03-09 02:22:33;SO90416;84-8862-18518;32339;27;1153,54;416,79;348,49;6343,41;Comment 162
17037;2020-04-11 10:41:23;2021-04-01 04:00:46;2023-05-13 15:53:34;SO16652;71-9532-69420;65259;31;7151,98;179,91;214,97;16489,96;Comment 163
70915;2022-10-10 11:46:17;2022-04-12 07:36:02;2023-09-21 19:19:04;SO72779;69-8859-80035;68310;22;2762,8;270,61;942,23;17282,16;Comment 164
60104;2021-05-25 23:51:49;2022-10-05 20:27:32;2022-11-10 20:47:56;SO16522;42-3255-58813;93824;47;430,96;193,7;101,3;10767,4;Comment 165
